aic_code,ean_code,name,active_ingredient,form,dosage,atc_code,manufacturer,package_desc,is_otc,requires_prescription
000000859,8491966553303,MELATONINA EG 2 mg COMPRESSE,melatonina,compressa,2 mg,N05CH01,Fidia Farmaceutici S.p.A.,60 compresse,true,false
000000860,4611729596390,MELATONINA EG 2 mg COMPRESSE,melatonina,compressa,2 mg,N05CH01,Menarini Group,20 compresse,true,false
000000861,9074260880505,MELATONINA EG 5 mg COMPRESSE,melatonina,compressa,5 mg,N05CH01,Pfizer Italia S.r.l.,30 compresse,true,false
000000862,6445561857900,MELATONINA EG 5 mg COMPRESSE,melatonina,compressa,5 mg,N05CH01,Viatris Italia S.r.l.,60 compresse,true,false
000000863,7715910300210,MELATONINA EG 5 mg COMPRESSE,melatonina,compressa,5 mg,N05CH01,Bracco S.p.A.,20 compresse,true,false
000000864,6321358004019,MELATONINA TEVA 1 mg COMPRESSE,melatonina,compressa,1 mg,N05CH01,EG S.p.A.,30 compresse,true,false
000000865,1459642297122,MELATONINA TEVA 1 mg COMPRESSE,melatonina,compressa,1 mg,N05CH01,Bracco S.p.A.,60 compresse,true,false
000000866,9671883977454,MELATONINA TEVA 1 mg COMPRESSE,melatonina,compressa,1 mg,N05CH01,Ibsa Farmaceutici Italia S.r.l.,20 compresse,true,false
000000867,4415833117034,MELATONINA TEVA 2 mg COMPRESSE,melatonina,compressa,2 mg,N05CH01,Angelini Pharma S.r.l.,30 compresse,true,false
000000868,7637153988546,MELATONINA TEVA 2 mg COMPRESSE,melatonina,compressa,2 mg,N05CH01,Alfasigma S.p.A.,60 compresse,true,false
000000869,8123567983639,MELATONINA TEVA 2 mg COMPRESSE,melatonina,compressa,2 mg,N05CH01,Pfizer Italia S.r.l.,20 compresse,true,false
000000870,2491271130721,MELATONINA TEVA 5 mg COMPRESSE,melatonina,compressa,5 mg,N05CH01,Chiesi Farmaceutici S.p.A.,30 compresse,true,false
000000871,,MELATONINA TEVA 5 mg COMPRESSE,melatonina,compressa,5 mg,N05CH01,Farmitalia S.r.l.,60 compresse,true,false
000000872,4181563268680,MELATONINA TEVA 5 mg COMPRESSE,melatonina,compressa,5 mg,N05CH01,Sandoz S.p.A.,20 compresse,true,false
000000873,4510663436291,MELATONINA SANDOZ 1 mg COMPRESSE,melatonina,compressa,1 mg,N05CH01,Chiesi Farmaceutici S.p.A.,30 compresse,true,false
000000874,7861031310093,MELATONINA SANDOZ 1 mg COMPRESSE,melatonina,compressa,1 mg,N05CH01,Chiesi Farmaceutici S.p.A.,60 compresse,true,false
000000875,8143966613470,MELATONINA SANDOZ 1 mg COMPRESSE,melatonina,compressa,1 mg,N05CH01,Takeda Italia S.p.A.,20 compresse,true,false
000000876,3549401289746,MELATONINA SANDOZ 2 mg COMPRESSE,melatonina,compressa,2 mg,N05CH01,Servier Italia S.p.A.,30 compresse,true,false
000000877,1225720765025,MELATONINA SANDOZ 2 mg COMPRESSE,melatonina,compressa,2 mg,N05CH01,Recordati S.p.A.,60 compresse,true,false
000000878,2095790737104,MELATONINA SANDOZ 2 mg COMPRESSE,melatonina,compressa,2 mg,N05CH01,Menarini Group,20 compresse,true,false
000000879,4388221145776,MELATONINA SANDOZ 5 mg COMPRESSE,melatonina,compressa,5 mg,N05CH01,Zentiva Italia S.r.l.,30 compresse,true,false
000000880,4745705458973,MELATONINA SANDOZ 5 mg COMPRESSE,melatonina,compressa,5 mg,N05CH01,Bayer S.p.A.,60 compresse,true,false
000000881,8026325703961,MELATONINA SANDOZ 5 mg COMPRESSE,melatonina,compressa,5 mg,N05CH01,Aurobindo Pharma S.r.l.,20 compresse,true,false
000000882,1361487824558,SLENYTO 1 mg COMPRESSE,melatonina,compressa,1 mg,N05CH01,Viatris Italia S.r.l.,30 compresse,true,false
000000883,4430985916793,SLENYTO 1 mg COMPRESSE,melatonina,compressa,1 mg,N05CH01,Zentiva Italia S.r.l.,60 compresse,true,false
000000884,0727284982470,SLENYTO 1 mg COMPRESSE,melatonina,compressa,1 mg,N05CH01,Dompé Farmaceutici S.p.A.,20 compresse,true,false
000000885,4070349107407,SLENYTO 2 mg COMPRESSE,melatonina,compressa,2 mg,N05CH01,Pierre Fabre Italia S.p.A.,30 compresse,true,false
000000886,0042548821426,SLENYTO 2 mg COMPRESSE,melatonina,compressa,2 mg,N05CH01,Abbvie S.r.l.,60 compresse,true,false
000000887,1430753666144,SLENYTO 2 mg COMPRESSE,melatonina,compressa,2 mg,N05CH01,Italfarmaco S.p.A.,20 compresse,true,false
000000888,2965923426833,SLENYTO 5 mg COMPRESSE,melatonina,compressa,5 mg,N05CH01,Italfarmaco S.p.A.,30 compresse,true,false
000000889,4978266128751,SLENYTO 5 mg COMPRESSE,melatonina,compressa,5 mg,N05CH01,Pharmos S.p.A.,60 compresse,true,false
000000890,5756766708067,SLENYTO 5 mg COMPRESSE,melatonina,compressa,5 mg,N05CH01,Novartis Farma S.p.A.,20 compresse,true,false
000000891,9439852989408,AUGMENTIN 500 mg COMPRESSE,amoxicillina,compressa,500 mg,J01CA04,Viatris Italia S.r.l.,12 compresse,false,true
000000892,0787010415917,AUGMENTIN 500 mg COMPRESSE,amoxicillina,compressa,500 mg,J01CA04,Dompé Farmaceutici S.p.A.,14 compresse,false,true
000000893,5019803828723,AUGMENTIN 500 mg COMPRESSE,amoxicillina,compressa,500 mg,J01CA04,Boehringer Ingelheim Italia S.p.A.,21 compresse,false,true
000000894,2440793110292,AUGMENTIN 875 mg COMPRESSE,amoxicillina,compressa,875 mg,J01CA04,Bayer S.p.A.,12 compresse,false,true
000000895,3317087601462,AUGMENTIN 875 mg COMPRESSE,amoxicillina,compressa,875 mg,J01CA04,Ibsa Farmaceutici Italia S.r.l.,14 compresse,false,true
000000896,3849791620229,AUGMENTIN 875 mg COMPRESSE,amoxicillina,compressa,875 mg,J01CA04,Servier Italia S.p.A.,21 compresse,false,true
000000897,8377441975467,AUGMENTIN 1000 mg COMPRESSE,amoxicillina,compressa,1000 mg,J01CA04,Mylan Italia S.r.l.,12 compresse,false,true
000000898,1766204719603,AUGMENTIN 1000 mg COMPRESSE,amoxicillina,compressa,1000 mg,J01CA04,Janssen-Cilag S.p.A.,14 compresse,false,true
000000899,9705277402588,AUGMENTIN 1000 mg COMPRESSE,amoxicillina,compressa,1000 mg,J01CA04,Pharmos S.p.A.,21 compresse,false,true
000000900,8681225957243,AMOXICILLINA EG 500 mg COMPRESSE,amoxicillina,compressa,500 mg,J01CA04,Italfarmaco S.p.A.,12 compresse,false,true
000000901,1767929884256,AMOXICILLINA EG 500 mg COMPRESSE,amoxicillina,compressa,500 mg,J01CA04,Janssen-Cilag S.p.A.,14 compresse,false,true
000000902,5996100231176,AMOXICILLINA EG 500 mg COMPRESSE,amoxicillina,compressa,500 mg,J01CA04,Ibsa Farmaceutici Italia S.r.l.,21 compresse,false,true
000000903,3312661094104,AMOXICILLINA EG 875 mg COMPRESSE,amoxicillina,compressa,875 mg,J01CA04,Pfizer Italia S.r.l.,12 compresse,false,true
000000904,5902517629833,AMOXICILLINA EG 875 mg COMPRESSE,amoxicillina,compressa,875 mg,J01CA04,Abbvie S.r.l.,14 compresse,false,true
000000905,7433268319011,AMOXICILLINA EG 875 mg COMPRESSE,amoxicillina,compressa,875 mg,J01CA04,Takeda Italia S.p.A.,21 compresse,false,true
000000906,,AMOXICILLINA EG 1000 mg COMPRESSE,amoxicillina,compressa,1000 mg,J01CA04,GSK S.p.A.,12 compresse,false,true
000000907,5698152873396,AMOXICILLINA EG 1000 mg COMPRESSE,amoxicillina,compressa,1000 mg,J01CA04,Ibsa Farmaceutici Italia S.r.l.,14 compresse,false,true
000000908,5982176619123,AMOXICILLINA EG 1000 mg COMPRESSE,amoxicillina,compressa,1000 mg,J01CA04,Farmitalia S.r.l.,21 compresse,false,true
000000909,1730985034460,AMOXICILLINA TEVA 500 mg COMPRESSE,amoxicillina,compressa,500 mg,J01CA04,Zentiva Italia S.r.l.,12 compresse,false,true
000000910,2418938984695,AMOXICILLINA TEVA 500 mg COMPRESSE,amoxicillina,compressa,500 mg,J01CA04,EG S.p.A.,14 compresse,false,true
000000911,1974005643502,AMOXICILLINA TEVA 500 mg COMPRESSE,amoxicillina,compressa,500 mg,J01CA04,GSK S.p.A.,21 compresse,false,true
000000912,5037199051693,AMOXICILLINA TEVA 875 mg COMPRESSE,amoxicillina,compressa,875 mg,J01CA04,Astellas Pharma S.p.A.,12 compresse,false,true
000000913,8724010783563,AMOXICILLINA TEVA 875 mg COMPRESSE,amoxicillina,compressa,875 mg,J01CA04,Ibsa Farmaceutici Italia S.r.l.,14 compresse,false,true
000000914,3000389608702,AMOXICILLINA TEVA 875 mg COMPRESSE,amoxicillina,compressa,875 mg,J01CA04,Mylan Italia S.r.l.,21 compresse,false,true
000000915,2668217195537,AMOXICILLINA TEVA 1000 mg COMPRESSE,amoxicillina,compressa,1000 mg,J01CA04,Sandoz S.p.A.,12 compresse,false,true
000000916,0331903689000,AMOXICILLINA TEVA 1000 mg COMPRESSE,amoxicillina,compressa,1000 mg,J01CA04,Servier Italia S.p.A.,14 compresse,false,true
000000917,1027240559340,AMOXICILLINA TEVA 1000 mg COMPRESSE,amoxicillina,compressa,1000 mg,J01CA04,GSK S.p.A.,21 compresse,false,true
000000918,7111483753741,AMOXICILLINA SANDOZ 500 mg COMPRESSE,amoxicillina,compressa,500 mg,J01CA04,Aurobindo Pharma S.r.l.,12 compresse,false,true
000000919,4384588105699,AMOXICILLINA SANDOZ 500 mg COMPRESSE,amoxicillina,compressa,500 mg,J01CA04,Fidia Farmaceutici S.p.A.,14 compresse,false,true
000000920,3283483152030,AMOXICILLINA SANDOZ 500 mg COMPRESSE,amoxicillina,compressa,500 mg,J01CA04,Neopharmed Gentili S.p.A.,21 compresse,false,true
000000921,7107044964107,AMOXICILLINA SANDOZ 875 mg COMPRESSE,amoxicillina,compressa,875 mg,J01CA04,Chiesi Farmaceutici S.p.A.,12 compresse,false,true
000000922,6706670336268,AMOXICILLINA SANDOZ 875 mg COMPRESSE,amoxicillina,compressa,875 mg,J01CA04,Biogen Italia S.r.l.,14 compresse,false,true
000000923,4085095493056,AMOXICILLINA SANDOZ 875 mg COMPRESSE,amoxicillina,compressa,875 mg,J01CA04,Astellas Pharma S.p.A.,21 compresse,false,true
000000924,6018648769986,AMOXICILLINA SANDOZ 1000 mg COMPRESSE,amoxicillina,compressa,1000 mg,J01CA04,Recordati S.p.A.,12 compresse,false,true
000000925,6732044138459,AMOXICILLINA SANDOZ 1000 mg COMPRESSE,amoxicillina,compressa,1000 mg,J01CA04,Lilly Italia S.p.A.,14 compresse,false,true
000000926,9454490149540,AMOXICILLINA SANDOZ 1000 mg COMPRESSE,amoxicillina,compressa,1000 mg,J01CA04,MSD Italia S.r.l.,21 compresse,false,true
000000927,0707057836094,ZIMOX 500 mg COMPRESSE,amoxicillina,compressa,500 mg,J01CA04,Novartis Farma S.p.A.,12 compresse,false,true
000000928,9851724447234,ZIMOX 500 mg COMPRESSE,amoxicillina,compressa,500 mg,J01CA04,MSD Italia S.r.l.,14 compresse,false,true
000000929,9031028795082,ZIMOX 500 mg COMPRESSE,amoxicillina,compressa,500 mg,J01CA04,Boehringer Ingelheim Italia S.p.A.,21 compresse,false,true
000000930,4405809351180,ZIMOX 875 mg COMPRESSE,amoxicillina,compressa,875 mg,J01CA04,Neopharmed Gentili S.p.A.,12 compresse,false,true
000000931,1335956164209,ZIMOX 875 mg COMPRESSE,amoxicillina,compressa,875 mg,J01CA04,Bracco S.p.A.,14 compresse,false,true
000000932,5565749025042,ZIMOX 875 mg COMPRESSE,amoxicillina,compressa,875 mg,J01CA04,Roche S.p.A.,21 compresse,false,true
000000933,0193588953698,ZIMOX 1000 mg COMPRESSE,amoxicillina,compressa,1000 mg,J01CA04,Teva Italia S.r.l.,12 compresse,false,true
000000934,2611398986814,ZIMOX 1000 mg COMPRESSE,amoxicillina,compressa,1000 mg,J01CA04,Farmitalia S.r.l.,14 compresse,false,true
000000935,9788754394354,ZIMOX 1000 mg COMPRESSE,amoxicillina,compressa,1000 mg,J01CA04,Servier Italia S.p.A.,21 compresse,false,true
000000936,5375137651582,VELAMOX 500 mg COMPRESSE,amoxicillina,compressa,500 mg,J01CA04,Pharmos S.p.A.,12 compresse,false,true
000000937,5793763928364,VELAMOX 500 mg COMPRESSE,amoxicillina,compressa,500 mg,J01CA04,Janssen-Cilag S.p.A.,14 compresse,false,true
000000938,9445511668294,VELAMOX 500 mg COMPRESSE,amoxicillina,compressa,500 mg,J01CA04,Fidia Farmaceutici S.p.A.,21 compresse,false,true
000000939,3270216487125,VELAMOX 875 mg COMPRESSE,amoxicillina,compressa,875 mg,J01CA04,Teva Italia S.r.l.,12 compresse,false,true
000000940,0212886652680,VELAMOX 875 mg COMPRESSE,amoxicillina,compressa,875 mg,J01CA04,Servier Italia S.p.A.,14 compresse,false,true
000000941,1559991015764,VELAMOX 875 mg COMPRESSE,amoxicillina,compressa,875 mg,J01CA04,Neopharmed Gentili S.p.A.,21 compresse,false,true
000000942,6472298120991,VELAMOX 1000 mg COMPRESSE,amoxicillina,compressa,1000 mg,J01CA04,Aurobindo Pharma S.r.l.,12 compresse,false,true
000000943,7657289413477,VELAMOX 1000 mg COMPRESSE,amoxicillina,compressa,1000 mg,J01CA04,Sandoz S.p.A.,14 compresse,false,true
000000944,,VELAMOX 1000 mg COMPRESSE,amoxicillina,compressa,1000 mg,J01CA04,Farmitalia S.r.l.,21 compresse,false,true
000000945,9864565220362,AUGMENTIN 875 mg + 125 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,875 mg + 125 mg,J01CR02,Farmitalia S.r.l.,14 compresse,false,true
000000946,9515421447736,AUGMENTIN 875 mg + 125 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,875 mg + 125 mg,J01CR02,AstraZeneca S.p.A.,12 compresse,false,true
000000947,4913421388205,AUGMENTIN 875 mg + 125 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,875 mg + 125 mg,J01CR02,Bristol-Myers Squibb S.r.l.,10 compresse,false,true
000000948,8830705349676,AUGMENTIN 500 mg + 125 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,500 mg + 125 mg,J01CR02,Farmitalia S.r.l.,14 compresse,false,true
000000949,7411767412419,AUGMENTIN 500 mg + 125 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,500 mg + 125 mg,J01CR02,Zentiva Italia S.r.l.,12 compresse,false,true
000000950,3152854781509,AUGMENTIN 500 mg + 125 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,500 mg + 125 mg,J01CR02,Pierre Fabre Italia S.p.A.,10 compresse,false,true
000000951,8538003296332,AUGMENTIN 1000 mg + 62.5 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,1000 mg + 62.5 mg,J01CR02,Recordati S.p.A.,14 compresse,false,true
000000952,7274231830610,AUGMENTIN 1000 mg + 62.5 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,1000 mg + 62.5 mg,J01CR02,Fidia Farmaceutici S.p.A.,12 compresse,false,true
000000953,3206496935780,AUGMENTIN 1000 mg + 62.5 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,1000 mg + 62.5 mg,J01CR02,MSD Italia S.r.l.,10 compresse,false,true
000000954,3477695874136,CLAVULIN 875 mg + 125 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,875 mg + 125 mg,J01CR02,Bayer S.p.A.,14 compresse,false,true
000000955,4675361275150,CLAVULIN 875 mg + 125 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,875 mg + 125 mg,J01CR02,Viatris Italia S.r.l.,12 compresse,false,true
000000956,7796304483603,CLAVULIN 875 mg + 125 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,875 mg + 125 mg,J01CR02,Amgen S.r.l.,10 compresse,false,true
000000957,4566766404736,CLAVULIN 500 mg + 125 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,500 mg + 125 mg,J01CR02,Sandoz S.p.A.,14 compresse,false,true
000000958,0476392831995,CLAVULIN 500 mg + 125 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,500 mg + 125 mg,J01CR02,Sandoz S.p.A.,12 compresse,false,true
000000959,8006155810831,CLAVULIN 500 mg + 125 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,500 mg + 125 mg,J01CR02,Aurobindo Pharma S.r.l.,10 compresse,false,true
000000960,2863425563837,CLAVULIN 1000 mg + 62.5 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,1000 mg + 62.5 mg,J01CR02,Angelini Pharma S.r.l.,14 compresse,false,true
000000961,,CLAVULIN 1000 mg + 62.5 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,1000 mg + 62.5 mg,J01CR02,Menarini Group,12 compresse,false,true
000000962,8186702440336,CLAVULIN 1000 mg + 62.5 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,1000 mg + 62.5 mg,J01CR02,Teva Italia S.r.l.,10 compresse,false,true
000000963,1662411186002,AMOXICILLINA ACIDO CLAVULANICO EG 875 mg + 125 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,875 mg + 125 mg,J01CR02,Biogen Italia S.r.l.,14 compresse,false,true
000000964,2196394568047,AMOXICILLINA ACIDO CLAVULANICO EG 875 mg + 125 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,875 mg + 125 mg,J01CR02,Chiesi Farmaceutici S.p.A.,12 compresse,false,true
000000965,1497646136849,AMOXICILLINA ACIDO CLAVULANICO EG 875 mg + 125 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,875 mg + 125 mg,J01CR02,Ibsa Farmaceutici Italia S.r.l.,10 compresse,false,true
000000966,8836076581738,AMOXICILLINA ACIDO CLAVULANICO EG 500 mg + 125 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,500 mg + 125 mg,J01CR02,Lilly Italia S.p.A.,14 compresse,false,true
000000967,6375791452111,AMOXICILLINA ACIDO CLAVULANICO EG 500 mg + 125 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,500 mg + 125 mg,J01CR02,Amgen S.r.l.,12 compresse,false,true
000000968,7931269789302,AMOXICILLINA ACIDO CLAVULANICO EG 500 mg + 125 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,500 mg + 125 mg,J01CR02,Fidia Farmaceutici S.p.A.,10 compresse,false,true
000000969,4520599604381,AMOXICILLINA ACIDO CLAVULANICO EG 1000 mg + 62.5 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,1000 mg + 62.5 mg,J01CR02,Fidia Farmaceutici S.p.A.,14 compresse,false,true
000000970,5357788116160,AMOXICILLINA ACIDO CLAVULANICO EG 1000 mg + 62.5 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,1000 mg + 62.5 mg,J01CR02,GSK S.p.A.,12 compresse,false,true
000000971,2812371067289,AMOXICILLINA ACIDO CLAVULANICO EG 1000 mg + 62.5 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,1000 mg + 62.5 mg,J01CR02,Fidia Farmaceutici S.p.A.,10 compresse,false,true
000000972,8660416448593,AMOXICILLINA ACIDO CLAVULANICO TEVA 875 mg + 125 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,875 mg + 125 mg,J01CR02,Aurobindo Pharma S.r.l.,14 compresse,false,true
000000973,2248395894776,AMOXICILLINA ACIDO CLAVULANICO TEVA 875 mg + 125 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,875 mg + 125 mg,J01CR02,Takeda Italia S.p.A.,12 compresse,false,true
000000974,2287056227102,AMOXICILLINA ACIDO CLAVULANICO TEVA 875 mg + 125 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,875 mg + 125 mg,J01CR02,Italfarmaco S.p.A.,10 compresse,false,true
000000975,3187510979211,AMOXICILLINA ACIDO CLAVULANICO TEVA 500 mg + 125 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,500 mg + 125 mg,J01CR02,Zentiva Italia S.r.l.,14 compresse,false,true
000000976,3503446945968,AMOXICILLINA ACIDO CLAVULANICO TEVA 500 mg + 125 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,500 mg + 125 mg,J01CR02,Recordati S.p.A.,12 compresse,false,true
000000977,3192134249121,AMOXICILLINA ACIDO CLAVULANICO TEVA 500 mg + 125 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,500 mg + 125 mg,J01CR02,Farmitalia S.r.l.,10 compresse,false,true
000000978,6599949732034,AMOXICILLINA ACIDO CLAVULANICO TEVA 1000 mg + 62.5 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,1000 mg + 62.5 mg,J01CR02,Takeda Italia S.p.A.,14 compresse,false,true
000000979,9222705102877,AMOXICILLINA ACIDO CLAVULANICO TEVA 1000 mg + 62.5 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,1000 mg + 62.5 mg,J01CR02,Pierre Fabre Italia S.p.A.,12 compresse,false,true
000000980,5481386667547,AMOXICILLINA ACIDO CLAVULANICO TEVA 1000 mg + 62.5 mg COMPRESSE,amoxicillina + acido clavulanico,compressa,1000 mg + 62.5 mg,J01CR02,Farmitalia S.r.l.,10 compresse,false,true
000000981,1932426877418,ZITROMAX 250 mg CAPSULE,azitromicina,capsula,250 mg,J01FA10,Amgen S.r.l.,6 capsule,false,true
000000982,5205756398363,ZITROMAX 250 mg CAPSULE,azitromicina,capsula,250 mg,J01FA10,Aurobindo Pharma S.r.l.,3 capsule,false,true
000000983,0375830945150,ZITROMAX 250 mg CAPSULE,azitromicina,capsula,250 mg,J01FA10,Recordati S.p.A.,5 capsule,false,true
000000984,0940476044095,ZITROMAX 500 mg CAPSULE,azitromicina,capsula,500 mg,J01FA10,Menarini Group,6 capsule,false,true
000000985,7977278105092,ZITROMAX 500 mg CAPSULE,azitromicina,capsula,500 mg,J01FA10,Roche S.p.A.,3 capsule,false,true
000000986,2216107051847,ZITROMAX 500 mg CAPSULE,azitromicina,capsula,500 mg,J01FA10,Abbvie S.r.l.,5 capsule,false,true
000000987,0552958066015,AZITROMICINA EG 250 mg CAPSULE,azitromicina,capsula,250 mg,J01FA10,Abbvie S.r.l.,6 capsule,false,true
000000988,8241270493860,AZITROMICINA EG 250 mg CAPSULE,azitromicina,capsula,250 mg,J01FA10,MSD Italia S.r.l.,3 capsule,false,true
000000989,0448515791974,AZITROMICINA EG 250 mg CAPSULE,azitromicina,capsula,250 mg,J01FA10,Novartis Farma S.p.A.,5 capsule,false,true
000000990,1212590203573,AZITROMICINA EG 500 mg CAPSULE,azitromicina,capsula,500 mg,J01FA10,Novartis Farma S.p.A.,6 capsule,false,true
000000991,3432406424291,AZITROMICINA EG 500 mg CAPSULE,azitromicina,capsula,500 mg,J01FA10,Bracco S.p.A.,3 capsule,false,true
000000992,3432447417597,AZITROMICINA EG 500 mg CAPSULE,azitromicina,capsula,500 mg,J01FA10,Aurobindo Pharma S.r.l.,5 capsule,false,true
000000993,8720962893657,AZITROMICINA TEVA 250 mg CAPSULE,azitromicina,capsula,250 mg,J01FA10,Dompé Farmaceutici S.p.A.,6 capsule,false,true
000000994,8841834374019,AZITROMICINA TEVA 250 mg CAPSULE,azitromicina,capsula,250 mg,J01FA10,Farmitalia S.r.l.,3 capsule,false,true
000000995,2727955969050,AZITROMICINA TEVA 250 mg CAPSULE,azitromicina,capsula,250 mg,J01FA10,Sanofi S.r.l.,5 capsule,false,true
000000996,0267551254270,AZITROMICINA TEVA 500 mg CAPSULE,azitromicina,capsula,500 mg,J01FA10,Biogen Italia S.r.l.,6 capsule,false,true
000000997,0797996673454,AZITROMICINA TEVA 500 mg CAPSULE,azitromicina,capsula,500 mg,J01FA10,Bristol-Myers Squibb S.r.l.,3 capsule,false,true
000000998,6403816649694,AZITROMICINA TEVA 500 mg CAPSULE,azitromicina,capsula,500 mg,J01FA10,Menarini Group,5 capsule,false,true
000000999,2498392250147,AZITROMICINA SANDOZ 250 mg CAPSULE,azitromicina,capsula,250 mg,J01FA10,Roche S.p.A.,6 capsule,false,true
000001000,7627023244124,AZITROMICINA SANDOZ 250 mg CAPSULE,azitromicina,capsula,250 mg,J01FA10,Servier Italia S.p.A.,3 capsule,false,true
